,smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0.1,E2-PBE0.1,f1-PBE0.1,f2-PBE0.1,E1-CAM,E2-CAM,f1-CAM,f2-CAM,mol_id
21041,[H]N=C([H])N([H])c1nonc1[H],0.20344672,0.22849913,0.1681294,5.051e-05,0.19654725,0.21543904,0.11208026,0.00128147,0.19654725,0.21543904,0.11208026,0.00128147,0.2031466,0.22150656,0.1803,0.0002,21041
18753,[H]C([H])([H])C1([H])C2([H])N3C4([H])C3([H])C1([H])C42[H],0.24350618,0.2509756,0.00193437,0.00089849,0.25978657,0.26908785,0.00096987,0.00308127,0.25978657,0.26908785,0.00096987,0.00308127,0.25447438,0.26358821,0.0024,0.0001,18753
10812,[H]OC([H])([H])C1([H])OC([H])(C#N)C1([H])[H],0.24601572,0.27965102,0.00396545,0.03216239,0.23416822,0.25809055,0.00091977,0.02019911,0.23416822,0.25809055,0.00091977,0.02019911,0.24705101,0.26068869,0.0034,0.0045,10812
13387,[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.25288581,0.2724778,0.01899742,0.03014003,0.25689894,0.27805071,0.01181727,0.0406011,0.25689894,0.27805071,0.01181727,0.0406011,0.25846903,0.27652765,0.0119,0.0312,13387
8538,[H]C([H])([H])OC(=O)C([H])(C#N)C([H])([H])[H],0.22368736,0.29203406,0.00205282,0.01287253,0.21770441,0.27729748,0.00290377,0.00068063,0.21770441,0.27729748,0.00290377,0.00068063,0.21809622,0.27731776,0.0019,0.0001,8538
10898,[H]C(=O)C1([H])OC([H])([H])C(=O)C1([H])[H],0.1561041,0.16141695,6.154e-05,5.233e-05,0.14973587,0.1577101,0.00013517,0.0001137,0.14973587,0.1577101,0.00013517,0.0001137,0.15128962,0.15866889,0.0,0.0,10898
10540,[H]OC1([H])C([H])([H])N=C(C([H])([H])[H])OC1([H])[H],0.22919462,0.26172861,0.0050816,0.01991308,0.21856273,0.26631765,0.00550717,0.10433861,0.21856273,0.26631765,0.00550717,0.10433861,0.22288833,0.26314354,0.0048,0.0209,10540
4540,[H]Oc1nc(C([H])=O)c([H])n1[H],0.15191422,0.20526623,0.00015064,0.23962866,0.14275341,0.19277076,9.573e-05,0.16985552,0.14275341,0.19277076,9.573e-05,0.16985552,0.14796381,0.19809724,0.0002,0.2295,4540
4954,[H]Oc1c([H])c([H])c(O[H])n1C([H])([H])[H],0.18960012,0.19581129,0.00010075,0.00158244,0.19499455,0.19978577,0.00020029,0.00126671,0.19499455,0.19978577,0.00020029,0.00126671,0.18267355,0.18755018,0.0001,0.0019,4954
17316,[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C1([H])N([H])C1([H])[H],0.25973919,0.26768498,0.00449991,0.00483523,0.26460226,0.28244978,0.00189941,0.00342319,0.26460226,0.28244978,0.00189941,0.00342319,0.25845066,0.26581155,0.0046,0.0024,17316
5564,[H]c1c([H])c2n(c1N([H])[H])C([H])([H])C2([H])[H],0.19599078,0.22090586,0.0188987,0.01050902,0.2061328,0.22278714,0.06464325,0.0709695,0.2061328,0.22278714,0.06464325,0.0709695,0.19176533,0.21684307,0.0217,0.0646,5564
5168,[H]c1c(C([H])([H])[H])nc2n1C([H])([H])C2([H])[H],0.23815303,0.24298101,0.06486203,0.0136752,0.23962644,0.25212875,0.09334492,0.02856036,0.23962644,0.25212875,0.09334492,0.02856036,0.23562565,0.24109762,0.0946,0.0213,5168
1595,[H]N([H])C(=O)C(=NC([H])([H])[H])N([H])[H],0.18301443,0.218276,0.00037106,0.03799108,0.17575677,0.20934292,0.00079588,0.00851389,0.17575677,0.20934292,0.00079588,0.00851389,0.181244,0.21325266,0.0004,0.0931,1595
16421,[H]C([H])([H])C([H])([H])C1([H])OC2([H])C([H])([H])C2([H])C1([H])[H],0.26226872,0.28222964,0.0189382,0.06370294,0.27200815,0.29267692,0.01054083,0.04047357,0.27200815,0.29267692,0.01054083,0.04047357,0.27208833,0.29141848,0.0166,0.047,16421
5662,[H]C(=O)N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.21116087,0.24963707,0.00029493,0.19798463,0.20860061,0.25985835,0.00054662,0.09357408,0.20860061,0.25985835,0.00054662,0.09357408,0.20749772,0.25549968,0.0004,0.1847,5662
14634,[H]C1=C([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C1([H])[H],0.26768914,0.27435268,0.0106445,0.1206755,0.24936453,0.26796869,0.002603,0.23256543,0.24936453,0.26796869,0.002603,0.23256543,0.25900557,0.26969227,0.1982,0.0645,14634
13813,[H]OC1([H])C([H])([H])C12C([H])([H])OC([H])([H])C2([H])[H],0.26969694,0.27065495,0.015748,0.0050749,0.28325464,0.28552363,0.02079155,0.00212091,0.28325464,0.28552363,0.02079155,0.00212091,0.26886174,0.27689882,0.0019,0.0178,13813
8299,[H]N=C1OC23C([H])([H])C([H])(C2([H])[H])C13[H],0.23527995,0.24146302,0.00184242,0.01170988,0.22845066,0.23675868,0.00533399,0.00998292,0.22845066,0.23675868,0.00533399,0.00998292,0.23121573,0.24171501,0.0042,0.0116,8299
8010,[H]N1C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])[H],0.22544249,0.26705263,0.00071593,0.04399068,0.22047761,0.27830003,0.00102625,0.05351244,0.22047761,0.27830003,0.00102625,0.05351244,0.21918033,0.26914471,0.0006,0.001,8010
640,[H]C([H])([H])C1([H])C2([H])OC1([H])C2([H])[H],0.25354452,0.27504334,0.00884934,0.02185843,0.2757739,0.29340441,0.00505706,0.01334154,0.2757739,0.29340441,0.00505706,0.01334154,0.26902344,0.29178229,0.0031,0.0002,640
13634,[H]C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])C([H])([H])C1([H])C2([H])[H],0.2721248,0.28727804,0.02282937,0.00613426,0.28187037,0.29889292,0.01747917,0.0118233,0.28187037,0.29889292,0.01747917,0.0118233,0.27297399,0.28832051,0.0162,0.0088,13634
5751,[H]OC(C#N)(C([H])([H])[H])C([H])([H])C([H])=O,0.1586173,0.26650892,0.00012787,0.00287804,0.15252489,0.2467317,0.00016738,0.00629727,0.15252489,0.2467317,0.00016738,0.00629727,0.15342843,0.26331259,0.0001,0.0008,5751
15274,[H]C([H])([H])N=C1OC([H])([H])OC1([H])C([H])([H])[H],0.23387595,0.27228369,0.00721883,0.17285432,0.22204416,0.263205,0.00700796,0.03864862,0.22204416,0.263205,0.00700796,0.03864862,0.22540934,0.27006344,0.0055,0.2636,15274
8483,[H]OC([H])(C#N)C([H])(O[H])C([H])=O,0.17147033,0.25084911,0.00013207,0.03156104,0.16684705,0.21306451,0.00011093,0.02022717,0.16684705,0.21306451,0.00011093,0.02022717,0.16665819,0.2385803,0.0001,0.0278,8483
11158,[H]C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])O1,0.28277393,0.29333556,0.03466969,0.02554834,0.29441035,0.30798668,0.03466055,0.02549178,0.29441035,0.30798668,0.03466055,0.02549178,0.28984928,0.30298716,0.0334,0.0142,11158
3860,[H]Oc1nnc([H])nc1[H],0.12484411,0.17872321,0.00576224,0.06991185,0.11811007,0.16451689,0.00543783,4.611e-05,0.11811007,0.16451689,0.00543783,4.611e-05,0.12770023,0.17659153,0.0057,0.0,3860
12863,[H]OC([H])(C#N)C1([H])C([H])([H])OC1([H])[H],0.26113588,0.2707948,0.0003761,0.00654952,0.24508208,0.26275713,0.0001929,0.00451139,0.24508208,0.26275713,0.0001929,0.00451139,0.26519048,0.26676335,0.0011,0.0008,12863
18002,[H]C1=C2C([H])([H])OC2([H])C([H])(C([H])([H])[H])C1([H])[H],0.22059013,0.2399816,0.0049289,0.12616395,0.21878411,0.2368205,0.03264575,0.09655057,0.21878411,0.2368205,0.03264575,0.09655057,0.22568496,0.24271459,0.1198,0.0279,18002
20388,[H]C(=O)c1onc(C([H])([H])[H])c1[H],0.14377187,0.21023697,0.00030967,0.08319913,0.13229234,0.19798573,0.00019288,0.00275522,0.13229234,0.19798573,0.00019288,0.00275522,0.13812969,0.20216539,0.0003,0.3315,20388
8407,[H]OC([H])([H])C(C#N)(N([H])[H])C([H])([H])O[H],0.26707622,0.28730293,0.00916233,0.01075229,0.25838031,0.26487096,0.00379111,0.01023516,0.25838031,0.26487096,0.00379111,0.01023516,0.26385648,0.27900455,0.0089,0.0014,8407
4742,[H]Oc1nc([H])c(C([H])([H])O[H])n1[H],0.22099446,0.23673574,0.00513499,0.11099699,0.22393342,0.23059876,0.10542079,0.00702718,0.22393342,0.23059876,0.10542079,0.00702718,0.21582144,0.22403859,0.012,0.0962,4742
980,[H]C#Cc1nc([H])c([H])n1[H],0.20774215,0.23370231,0.37880322,4.529e-05,0.20042036,0.21074951,0.37787831,0.00168492,0.20042036,0.21074951,0.37787831,0.00168492,0.19704253,0.21213916,0.3687,0.0,980
20090,[H]c1nn([H])c([H])c1C1([H])N([H])C1([H])[H],0.23075015,0.25240335,0.04745052,0.00940811,0.23575852,0.24981613,0.07091773,0.00583872,0.23575852,0.24981613,0.07091773,0.00583872,0.23428797,0.25067817,0.0853,0.0019,20090
7536,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.25736144,0.27458345,0.15187436,0.25410373,0.25199498,0.2714051,0.30182679,0.11131844,0.25199498,0.2714051,0.30182679,0.11131844,0.24596691,0.26145308,0.2415,0.1458,7536
18604,[H]C([H])([H])C([H])([H])C1([H])N2C3([H])C([H])([H])C2([H])C13[H],0.25173361,0.25963647,0.00088015,0.01843019,0.27009689,0.28589124,0.00394599,0.01815422,0.27009689,0.28589124,0.00394599,0.01815422,0.26582625,0.27629245,0.0041,0.0044,18604
21095,[H]Oc1noc(N([H])[H])c1N([H])[H],0.22516653,0.22909573,0.12932167,0.09454098,0.22796092,0.2313437,0.18047827,0.00153533,0.22796092,0.2313437,0.18047827,0.00153533,0.22144776,0.22551959,0.0761,0.1025,21095
8487,[H]OC([H])(C([H])=O)C([H])(O[H])C([H])=O,0.17174055,0.17447586,0.0012569,7.203e-05,0.16604459,0.17028498,0.00250019,5.268e-05,0.16604459,0.17028498,0.00250019,5.268e-05,0.16687134,0.16953199,0.0007,0.0001,8487
8337,[H]C(=O)C(C#N)(C([H])=O)C([H])([H])[H],0.15250978,0.16666943,0.00411217,0.00054259,0.14526386,0.15972129,0.00472025,0.00051956,0.14526386,0.15972129,0.00472025,0.00051956,0.14769554,0.1605872,0.0023,0.0003,8337
16020,[H]OC1([H])C([H])([H])C(=O)C12C([H])([H])C2([H])[H],0.16146356,0.24714867,2.045e-05,0.03057728,0.15687157,0.22365175,8.82e-06,0.00801363,0.15687157,0.22365175,8.82e-06,0.00801363,0.15858069,0.24355248,0.0,0.0236,16020
5048,[H]c1nc([H])c(C#CC([H])([H])[H])o1,0.21345294,0.22655913,0.45213609,0.0001569,0.19374552,0.20094979,0.39391015,8.61e-06,0.19374552,0.20094979,0.39391015,8.61e-06,0.19308463,0.20572272,0.3911,0.0,5048
3702,[H]N([H])c1nnn(C([H])([H])[H])n1,0.20765846,0.22714993,0.08191379,0.0077909,0.20514783,0.21670744,0.08790756,0.00926184,0.20514783,0.21670744,0.08790756,0.00926184,0.21041929,0.22307575,0.1076,0.0083,3702
20506,[H]c1onc(C([H])([H])C([H])([H])C([H])([H])[H])c1[H],0.24294882,0.25029663,0.08352143,0.00523854,0.24075842,0.24844489,0.00523297,0.11199428,0.24075842,0.24844489,0.00523297,0.11199428,0.24149819,0.2467607,0.1214,0.0044,20506
10700,[H]C([H])([H])C12N(C(=O)OC1([H])[H])C2([H])[H],0.23601242,0.26063713,0.00125044,0.02640871,0.22828871,0.24847,0.00124376,0.01998413,0.22828871,0.24847,0.00124376,0.01998413,0.22941869,0.25375409,0.0009,0.0204,10700
16786,[H]C1([H])C(=O)C([H])([H])N1C1([H])C([H])([H])C1([H])[H],0.16626771,0.19371481,1.138e-05,0.00232955,0.16076544,0.17620809,1.824e-05,0.00070303,0.16076544,0.17620809,1.824e-05,0.00070303,0.16131116,0.19510584,0.0,0.0009,16786
16315,[H]OC1([H])C([H])([H])C2([H])N(C2([H])[H])C1([H])C([H])([H])[H],0.24420166,0.26483756,0.00671531,0.00320433,0.24924839,0.27892624,0.00365102,0.00333907,0.24924839,0.27892624,0.00365102,0.00333907,0.25286108,0.26602469,0.0046,0.0022,16315
7117,[H]OC([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])[H],0.21550735,0.25397795,0.00160877,0.0242972,0.21291753,0.26791157,0.00238912,0.01315052,0.21291753,0.26791157,0.00238912,0.01315052,0.21268672,0.26703162,0.0015,0.0037,7117
2152,[H]C([H])([H])C1([H])OC([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.26013724,0.27964647,0.02548353,0.01854728,0.27411102,0.28875773,0.01335279,0.03502593,0.27411102,0.28875773,0.01335279,0.03502593,0.27387802,0.28978313,0.0221,0.0121,2152
2512,[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.29319335,0.30918858,0.01526321,0.00409553,0.29754322,0.31288747,0.01005864,0.00051803,0.29754322,0.31288747,0.01005864,0.00051803,0.29164265,0.30581686,0.0103,0.0033,2512
8453,[H]C#CC([H])(N([H])[H])C([H])(C#N)N([H])[H],0.24989848,0.26018452,0.00742647,0.04656616,0.23979849,0.24092167,0.0072217,0.00507432,0.23979849,0.24092167,0.0072217,0.00507432,0.23910581,0.2438428,0.0007,0.0079,8453
5068,[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])[H])o1,0.20722741,0.22065959,0.20509369,0.03207603,0.20525514,0.22880681,0.21878958,0.01057096,0.20525514,0.22880681,0.21878958,0.01057096,0.2026468,0.21549804,0.2025,0.0367,5068
385,[H]OC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.27589391,0.28832458,0.01013831,0.01279634,0.2844048,0.29651038,0.00552978,0.02202647,0.2844048,0.29651038,0.00552978,0.02202647,0.27909275,0.28811104,0.004,0.0128,385
3794,[H]Oc1noc(N([H])[H])c1[H],0.22572027,0.23578996,0.05539689,0.20140379,0.23028029,0.23988542,0.08757479,0.13683024,0.23028029,0.23988542,0.08757479,0.13683024,0.22136691,0.23235496,0.0406,0.1838,3794
6936,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,0.31529375,0.32740474,6.368e-05,0.01827665,0.28587867,0.29980304,0.00010145,0.01391055,0.28587867,0.29980304,0.00010145,0.01391055,0.28147778,0.29354259,0.0,0.0081,6936
21304,n1nc2onnn2n1,0.19336301,0.1971541,0.03284916,0.00533129,0.17329214,0.19028788,0.00419409,0.01805743,0.17329214,0.19028788,0.00419409,0.01805743,0.19677426,0.20296285,0.0093,0.0257,21304
14522,[H]C(=O)C1([H])N([H])C([H])([H])C1([H])OC([H])([H])[H],0.15570429,0.21627134,0.00019398,0.00436393,0.14872781,0.18711378,0.00018376,0.00147019,0.14872781,0.18711378,0.00018376,0.00147019,0.1510728,0.20686563,0.0001,0.0032,14522
6730,[H]C([H])([H])C1(C([H])([H])[H])C(=O)OC([H])([H])C1([H])[H],0.2180027,0.28437023,0.00134682,0.00064334,0.2123334,0.29118292,0.00182416,0.00301733,0.2123334,0.29118292,0.00182416,0.00301733,0.21300276,0.2942739,0.0013,0.0026,6730
7293,[H]C([H])([H])C(=O)C1(C([H])([H])[H])OC([H])([H])C1([H])[H],0.16135947,0.24565088,0.00055063,0.00490861,0.15624253,0.22563695,0.00065384,0.00251576,0.15624253,0.22563695,0.00065384,0.00251576,0.15913193,0.24710981,0.0005,0.0041,7293
21224,[H]C#Cc1onc(N([H])[H])c1[H],0.19411456,0.22026982,0.06746412,0.32986101,0.18292063,0.2031381,0.05562154,0.00250675,0.18292063,0.2031381,0.05562154,0.00250675,0.19373877,0.20598732,0.1716,0.1675,21224
9102,[H]C#CC([H])(O[H])C([H])([H])C([H])([H])OC([H])([H])[H],0.26197823,0.27213692,0.00109389,0.01631238,0.24006381,0.25617177,0.00015221,0.00577404,0.24006381,0.25617177,0.00015221,0.00577404,0.23386903,0.24924495,0.0001,0.0041,9102
21643,[H]N=c1c(F)c([H])nc([H])n1[H],0.16848957,0.20243163,0.08536303,4.654e-05,0.16214051,0.19104899,0.06680051,6.867e-05,0.16214051,0.19104899,0.06680051,6.867e-05,0.16668392,0.20123931,0.0868,0.0002,21643
15978,[H]N=C1OC2([H])C([H])([H])C12OC([H])([H])[H],0.24443454,0.24777786,0.00957907,0.03395694,0.23395293,0.24735459,0.02016949,0.00165395,0.23395293,0.24735459,0.02016949,0.00165395,0.23898454,0.25277288,0.0151,0.0036,15978
4043,[H]ON=C(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],0.23245297,0.25336649,0.0025902,0.22577428,0.22029666,0.23103675,0.00136594,0.00078149,0.22029666,0.23103675,0.00136594,0.00078149,0.22845218,0.25400766,0.0017,0.2151,4043
13852,[H]N1C2([H])C([H])([H])C3(C([H])([H])[H])OC2([H])C13[H],0.24264291,0.26238095,0.00543271,0.00692466,0.26051249,0.2783643,0.003591,0.0104556,0.26051249,0.2783643,0.003591,0.0104556,0.24756183,0.27468651,0.0048,0.0058,13852
14505,[H]N1C([H])([H])C([H])(OC([H])([H])[H])C1([H])C#N,0.23127784,0.24801312,0.00097682,0.00552281,0.22197712,0.24058252,0.00057035,0.00385578,0.22197712,0.24058252,0.00057035,0.00385578,0.22847791,0.24726049,0.0008,0.0042,14505
2267,[H]C(=O)C([H])([H])C1([H])N([H])C1([H])C([H])([H])[H],0.16050289,0.25460918,0.00082702,0.01208334,0.15445515,0.22056529,0.00116264,0.03010264,0.15445515,0.22056529,0.00116264,0.03010264,0.15526957,0.24876721,0.0007,0.0349,2267
3323,[H]C(=O)N1C2([H])C([H])([H])C([H])([H])C12[H],0.19258754,0.23124668,0.01765871,0.22842951,0.19018759,0.23956947,0.00739391,0.20043036,0.19018759,0.23956947,0.00739391,0.20043036,0.18934355,0.23613279,0.0083,0.1974,3323
3488,[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C1([H])C32[H],0.25699223,0.26770164,0.00390093,0.00859391,0.27411724,0.28479944,0.00273244,0.01503337,0.27411724,0.28479944,0.00273244,0.01503337,0.26759756,0.27648722,0.006,0.0124,3488
8220,[H]N1C2(C([H])([H])[H])C3([H])OC2([H])C13C([H])([H])[H],0.23453965,0.23536472,0.01493535,3.253e-05,0.24805689,0.2562721,0.0037611,0.00121787,0.24805689,0.2562721,0.0037611,0.00121787,0.23965338,0.25170348,0.0125,0.0,8220
4282,[H]Oc1nc([H])nc(O[H])n1,0.19167885,0.20731702,0.0,0.05287886,0.18726513,0.19445705,0.0,0.00651729,0.18726513,0.19445705,0.0,0.00651729,0.19362117,0.20323112,0.0,0.0055,4282
1052,[H]c1nc2n(c1[H])C([H])([H])C2([H])[H],0.24687199,0.25308437,0.05137999,0.01326922,0.24787862,0.25199083,0.11283323,0.001641,0.24787862,0.25199083,0.11283323,0.001641,0.24286894,0.24938092,0.1227,0.0135,1052
5351,[H]c1oc(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],0.23251663,0.247416,0.18092082,0.0540407,0.22749036,0.24829078,0.22220873,0.02602783,0.22749036,0.24829078,0.22220873,0.02602783,0.22029016,0.24573171,0.2053,0.0096,5351
14872,[H]C#CC1([H])C([H])(C([H])=O)C1([H])C([H])([H])[H],0.16088859,0.24917248,0.00017227,0.02492548,0.15463769,0.2160103,0.00038876,0.03084109,0.15463769,0.2160103,0.00038876,0.03084109,0.15623976,0.22606348,0.0002,0.0113,14872
20340,[H]C(=O)n1nc([H])c(C([H])([H])[H])n1,0.18278286,0.20473638,0.00084015,0.32175031,0.17221353,0.20188723,0.00075996,0.00015029,0.17221353,0.20188723,0.00075996,0.00015029,0.17734122,0.20910734,0.0009,0.337,20340
1891,[H]C(=O)C1([H])OC(=O)C1([H])[H],0.1609734,0.22894854,6.623e-05,0.00071796,0.1549713,0.22177641,1.17e-05,0.00105215,0.1549713,0.22177641,1.17e-05,0.00105215,0.1552953,0.22090754,0.0001,0.0007,1891
11307,[H]C([H])([H])C([H])(OC([H])([H])C1([H])OC1([H])[H])C([H])([H])[H],0.27681654,0.28940897,0.0147744,0.01515478,0.2877375,0.29617791,0.01261323,0.00621659,0.2877375,0.29617791,0.01261323,0.00621659,0.28610085,0.29736819,0.0111,0.0089,11307
6223,[H]C(=O)C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.16489232,0.16593966,7.865e-05,1.111e-05,0.15991091,0.1609757,4.673e-05,6.386e-05,0.15991091,0.1609757,4.673e-05,6.386e-05,0.1595619,0.16137731,0.0001,0.0,6223
5477,[H]C1=C([H])C([H])([H])c2nc([H])n([H])c21,0.1846557,0.2214079,0.18217133,0.00072098,0.17505858,0.21330167,0.16832495,1.4e-06,0.17505858,0.21330167,0.16832495,1.4e-06,0.17418078,0.21767728,0.1723,0.0007,5477
7691,[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])O[H],0.24265825,0.2600914,0.00499512,0.24919405,0.22250675,0.24905603,0.00140692,0.03132862,0.22250675,0.24905603,0.00140692,0.03132862,0.24424704,0.24690769,0.093,0.1785,7691
14066,[H]C([H])([H])C12C3([H])C(=O)C1([H])C2([H])C3([H])[H],0.18374185,0.24705309,0.00025193,0.06781149,0.17843278,0.24218905,0.00023224,0.04707086,0.17843278,0.24218905,0.00023224,0.04707086,0.17935508,0.24708776,0.0002,0.0583,14066
18401,[H]C([H])([H])C1([H])OC2([H])C([H])([H])C([H])(C([H])([H])[H])C12[H],0.25182599,0.25964023,0.00394831,0.0041262,0.26461237,0.27217632,0.00241021,0.00395828,0.26461237,0.27217632,0.00241021,0.00395828,0.2667266,0.26939828,0.0042,0.0028,18401
14320,[H]OC([H])([H])C#CC#CC([H])([H])C([H])([H])[H],0.19384733,0.20788999,0.00017587,0.00945625,0.16472208,0.17885653,0.00036621,0.00500924,0.16472208,0.17885653,0.00036621,0.00500924,0.1647215,0.17801006,0.0002,0.0047,14320
971,[H]Oc1nc([H])c([H])n1C([H])([H])[H],0.23353094,0.24431801,0.00332666,0.1447386,0.23961495,0.24040857,0.00086876,0.15341316,0.23961495,0.24040857,0.00086876,0.15341316,0.22780172,0.23502664,0.0027,0.1569,971
408,[H]C([H])([H])C1([H])C(=O)C([H])([H])C1([H])[H],0.16187779,0.26286174,0.00010788,0.03483496,0.15722552,0.26990877,0.00020747,0.0036087,0.15722552,0.26990877,0.00020747,0.0036087,0.1577428,0.27058161,0.0002,0.0247,408
5306,[H]C(=O)c1c(N([H])[H])c([H])c([H])n1[H],0.15606754,0.16792718,0.00039008,0.22515229,0.15156143,0.16666597,0.00034284,0.16557758,0.15156143,0.16666597,0.00034284,0.16557758,0.15605969,0.16732335,0.0005,0.2365,5306
17557,[H]C12OC([H])([H])C([H])(C1=O)C([H])([H])O2,0.15491882,0.22455043,0.00027834,0.02243543,0.14729443,0.20894879,0.00012397,0.00963865,0.14729443,0.20894879,0.00012397,0.00963865,0.15072001,0.22976413,0.0001,0.0115,17557
2238,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.26765426,0.29082088,0.02392014,0.01168426,0.27966629,0.2965036,0.02765791,0.00396961,0.27966629,0.2965036,0.02765791,0.00396961,0.27550234,0.29557115,0.0222,0.0119,2238
14885,[H]C([H])([H])N1C([H])(C#N)C1([H])C([H])([H])C([H])([H])[H],0.2428673,0.25068156,0.05339585,0.04228152,0.22448905,0.23690907,0.03508326,0.03106581,0.22448905,0.23690907,0.03508326,0.03106581,0.23421448,0.24731561,0.0378,0.0402,14885
6455,[H]N=C(OC([H])([H])C([H])([H])C([H])=O)C([H])([H])[H],0.16093138,0.2504268,0.00010294,0.00895555,0.15545637,0.22736084,5.227e-05,0.00117635,0.15545637,0.22736084,5.227e-05,0.00117635,0.15560767,0.24284322,0.0001,0.007,6455
11661,[H]C([H])([H])C1(C([H])([H])[H])C(=O)C2([H])OC21[H],0.15710623,0.22456614,0.00055611,0.00351492,0.15058597,0.21508257,0.00059649,0.00489584,0.15058597,0.21508257,0.00059649,0.00489584,0.15314914,0.22646404,0.0007,0.0077,11661
19458,[H]N1C(=O)C2([H])N3C([H])([H])C3([H])C12[H],0.20186987,0.22643417,0.00652981,0.04434574,0.19894057,0.22436968,0.00577479,0.02827533,0.19894057,0.22436968,0.00577479,0.02827533,0.19965541,0.23236231,0.0038,0.0313,19458
3070,[H]C([H])([H])C([H])([H])C12OC1([H])C([H])([H])C2([H])[H],0.27164977,0.28527636,0.03033439,0.01069897,0.28390612,0.30086489,0.04057292,0.01067517,0.28390612,0.30086489,0.04057292,0.01067517,0.2831756,0.29697865,0.0322,0.0191,3070
12484,[H]C1=NC([H])([H])C2(C([H])([H])[H])C([H])([H])C2([H])O1,0.23228138,0.25471068,0.00566861,0.0696317,0.22235159,0.25072787,0.00547738,0.04840322,0.22235159,0.25072787,0.00547738,0.04840322,0.22370049,0.25303748,0.0045,0.0572,12484
8174,[H]OC12C([H])([H])N(C1([H])[H])C([H])(C([H])([H])[H])C2([H])[H],0.23897805,0.25333128,0.00357489,0.01314976,0.25497581,0.26561329,0.0024146,0.00470421,0.25497581,0.26561329,0.0024146,0.00470421,0.25114121,0.26319499,0.0036,0.0106,8174
16548,[H]C1=C(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C2([H])C1([H])[H],0.26349324,0.26778166,0.01195493,0.21692975,0.25318229,0.26610465,0.20542217,0.01737036,0.25318229,0.26610465,0.20542217,0.01737036,0.25198645,0.25528654,0.249,0.0171,16548
14777,[H]N(C([H])([H])C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.24030643,0.27112836,0.00520051,0.02126172,0.22923194,0.2544909,0.0011911,0.00955245,0.22923194,0.2544909,0.0011911,0.00955245,0.23673915,0.26892421,0.0026,0.0176,14777
21367,[H]C(=O)N([H])c1nnn([H])n1,0.20091897,0.2190597,0.00120859,0.00629957,0.1916943,0.20419536,0.00142906,0.00455111,0.1916943,0.20419536,0.00142906,0.00455111,0.19420548,0.21443599,0.001,0.0072,21367
554,[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.26969471,0.29274488,0.02477434,0.00542561,0.28026588,0.29782422,0.02827582,0.00322002,0.28026588,0.29782422,0.02827582,0.00322002,0.27588086,0.29648621,0.0238,0.0034,554
12585,[H]C#CC1([H])C2([H])C([H])([H])OC12C([H])([H])[H],0.24329596,0.25827602,0.00147235,0.00837801,0.22843878,0.24353696,0.00021296,0.05898639,0.22843878,0.24353696,0.00021296,0.05898639,0.22593853,0.24029281,0.0002,0.0355,12585
5970,[H]OC1(C([H])([H])[H])C([H])([H])C1([H])C(=O)C([H])([H])[H],0.16797867,0.24984154,0.00019412,0.02676573,0.16446178,0.2235951,0.0003073,0.01212898,0.16446178,0.2235951,0.0003073,0.01212898,0.1659967,0.24462556,0.0002,0.0222,5970
