"ESOL predicted log solubility in mols per litre","Minimum Degree","Molecular Weight","Number of H-Bond Donors","Number of Rings","Number of Rotatable Bonds","Polar Surface Area","measured log solubility in mols per litre","Structure of smiles [idcode]","smiles","Nr"
"0.092","1","76.095","0","0","2","18.46","0.48","gJP`Adizh@","COCOC","841"
"-3.0039999999999996","1","106.16799999999999","0","1","0","0.0","-2.8","daD@@DjYvxH`@@","Cc1ccccc1C","842"
"-0.616","1","74.12299999999999","1","0","1","20.23","0.47","gJQ@@dsURT@","CCC(C)O","843"
"-1.59","1","110.11199999999998","2","1","0","40.46","-0.17","daDD@@yIe^f`@`@@","Oc1ccc(O)cc1","844"
"-3.858","1","288.387","3","4","0","60.69","-4.955","fjcA`@@YJdrmkZwKtYIUgAS@AUUUUQT@@","CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ","845"
"-5.189","2","216.283","0","4","0","0.0","-8.04","fhe@@@DjYU_mVByKQoA@@@h@@`@@","C1c2ccccc2c3cc4ccccc4cc13","846"
"0.603","1","100.077","2","1","0","58.2","-0.4","gOt`E`tfUMZi`@","O=C1CNC(=O)N1 ","847"
"-3.4930000000000003","1","194.27399999999992","2","1","5","40.46","-2.59","dg\D@@eIfU_Un`HJj`@@","c1(O)cc(O)ccc1CCCCCC","848"
"-2.045","1","162.27899999999997","0","0","5","17.07","-0.83","diDHPD@H`HRiuYje`J@@","C=CCS(=O)SCC=C","849"
"-5.04","1","362.77100000000013","0","2","6","57.9","-5.382000000000001","ff}AS@BTlFHHawaxHRYfwUvmU`mFiZh@ijj@@@","CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2","850"
"-6.265","1","256.348","0","4","0","0.0","-7.01","fb}@@@LdbbbbbRVVKCBTyL\`@A@A@@@@@","Cc1c(C)c2c3ccccc3ccc2c4ccccc14","851"
"-5.062","1","476.5850000000002","2","4","6","100.90000000000002","-4.71","edZPFH@AJfecg`ICHiEHhhhblXdiliimdiyiXyDdUUUUSMUSULuUU@@@","CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO","852"
"-0.541","1","168.112","4","2","0","114.36999999999998","-3.93","dcll@DpYAmRYV]zzUZije`@","O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ","853"
"-4.203","1","231.89299999999997","1","1","0","20.23","-3.1","dmtHHFBHJHFHVHRYf{zXHbH@@","Oc1c(Cl)cc(Cl)c(Cl)c1Cl","854"
"-3.5580000000000003","1","147.004","0","1","0","0.0","-3.04","daD@P@bFbDfUjz@H@@","Clc1cccc(Cl)c1","855"
"-6.638","1","354.491","0","2","2","0.0","-7.15","fle@B`@QAhbtPzHSDYEDeeEEHe]Q`Xp@UATA@@@","Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","856"
"-1.095","1","102.13299999999998","0","0","3","26.3","-1.01","gNp`@deVZj@@","CC(C)COC=O","857"
"-2.87","1","124.208","0","1","1","0.0","-2.39","daD@`@BDimVz`@@@","c1ccccc1SC","858"
"-4.45","1","322.29","1","3","1","58.120000000000005","-4.207","fnsIC@NZMepIADabPrJPqQIQJZEIJVoAjvjBBJZ``@@@","CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ","859"
"-2.615","1","86.178","0","0","3","0.0","-3.84","gGP@DiVj`@","CCCCCC","860"
"-1.621","1","137.138","0","1","1","39.19","-0.46","deVD@NADfVuFVh@@@@","COC(=O)c1cccnc1 ","861"
"-3.741","1","421.4220000000001","3","3","3","118.35999999999999","-3.59","fmwpR`LBKAB\`BGAGY@\aNPrRPjJIYIQJQIRU`mVZmZ`hH`e`jHHTh@@","NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F","862"
"-7.425","1","360.88200000000006","0","2","1","0.0","-7.82","fdy@A`@QAHadPJH}DQbLbbbffLRTOINCADQ@DP@@@","Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ","863"
"-4.377","1","286.11400000000003","0","2","2","46.61","-4.925","fdyaa@AZMXDPrHrJIJHqQRqTxYt@QTsTeAq@@","CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C","864"
"-2.49","1","240.698","2","1","4","86.52","-3.15","f`aXB@DXYpW`QBSJskRtY@AUUV@@@","CCNc1nc(Cl)nc(NC(C)(C)C#N)n1","865"
"-5.568","2","228.29399999999998","0","4","0","0.0","-6.726","fdu@@@DjYee]}daZlGtP@@@@@@@@@","c1ccc2c(c1)c3ccccc3c4ccccc24","866"
"-4.775","1","266.34","2","2","3","40.46","-4.95","fbu@`@@YRYWYeg_hrJX@JY``H@@@","CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2","867"
"-7.117000000000001","1","390.5640000000003","0","1","14","52.60000000000001","-6.96","fcg@P@@HlyIeeef]Vuu^Z`hJXjjjj@@@","CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC","868"
"-2.051","1","107.15599999999998","0","1","1","12.89","0.51","daF@@@RfUi`HH@@","CCc1ccccn1","869"
"-3.548","1","380.784","0","0","5","44.760000000000005","-2.28","dkLBhFFUCDRHrHkD{prJPsJSJjjZjBh@","COP(=O)(OC)OC(Br)C(Cl)(Cl)Br","870"
"-4.079","2","154.21199999999996","0","2","1","0.0","-4.345","dcl@@DjYU_egX@@@@@@","c1ccc(cc1)c2ccccc2","871"
"-7.178999999999999","1","360.88200000000006","0","2","1","0.0","-8.71","fdy@A`@QDhcTPZH]DQbLbbbTTRbcKE^CA@DTPP@@@","Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ","872"
"-2.492","1","210.285","0","1","3","48.39000000000001","-3.364","do}`@@pjX|dTTRfb\k`Hbjj@@","CN(C)c1nc(nc(n1)N(C)C)N(C)C","873"
"-1.6469999999999998","1","116.20399999999998","1","0","2","20.23","-0.92","daxH@@rJQFUUP@@","CC(C)CC(C)(C)O","874"
"-1.844","1","210.23299999999998","2","2","0","75.27","-3.168","foAQ`@DX@pRSJsvkSegMTsUUP@@","O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ","875"
"0.47100000000000003","1","180.156","5","1","2","110.38000000000001","0.64","dcLF@@pYWTiimTfjjjj@@","OCC1OC(O)(CO)C(O)C1O","876"
"-2.6519999999999997","1","122.16699999999997","1","1","0","20.23","-1.4","didH@@RYVZZ@B`@@","Cc1cc(C)cc(O)c1","877"
"-4.16","1","258.104","1","1","2","38.33","-4.37","f`a`a@FRTBH}DILk_ZkSd@QMWP@@","ClCC#CCOC(=O)Nc1cccc(Cl)c1","878"
"-2.642","1","169.611","1","1","1","29.1","-2.843","dmvH`NdHaIe]Zf`@i`@@","CC(=O)Nc1ccc(Cl)cc1","879"
"-7.898","1","395.3270000000001","0","2","1","0.0","-8.94","fle@C`@QAHadPJHUDNbDqBSLw_sN|dFLDQEA@P@@@","Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl","880"
"-2.5839999999999996","1","86.17799999999998","0","0","0","0.0","-3.55","gGP@Djfj`@","CCC(C)(C)C","881"
"-2.097","1","107.15599999999998","1","1","1","12.03","-1.28","daF@@@Rfu[j@@@@","CNc1ccccc1","882"
"-1.758","1","68.119","0","0","2","0.0","-2.09","gJP@DkVd@","C=CCC=C","883"
"-3.6919999999999997","1","404.5030000000002","2","4","3","100.90000000000002","-4.88","ek`PF@@@KJnimlbbRfbTLVRbTlrThXTL|BRJZZjjjjjfijh@@","CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C","884"
"-2.818","1","198.134","1","1","2","106.51000000000002","-1.456","dg]J@htDX{bT{YolbfbbtQ`rtDAS@@@","Cc1cc(cc(N(=O)=O)c1O)N(=O)=O","885"
"-3.75","1","321.163","2","3","1","61.690000000000005","-3.6039999999999996","fj}Pa@N^ldDPVHRYeg[f_VR]zNXHFHJ`RH`h`@","OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O","886"
"-2.761","1","128.558","1","1","0","20.23","-0.7","daDH`FBHRYVkh@`@@","Oc1cccc(Cl)c1","887"
"-3.928","1","191.45499999999998","0","1","0","0.0","-3.21","daD@P@qFbDfUjz@H@@","Clc1cccc(Br)c1","888"
"-1.7519999999999998","1","295.72900000000004","2","2","1","118.69","-3.05","fhipS@IZCpSo@bBAA`cHhheHeTiFJlFBAXiVH@@","NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ","889"
"-0.9109999999999999","1","170.16799999999998","2","1","1","75.27000000000001","-1.228","dcML@DpFEIeY{kfjYj`@","O=C1NC(=O)NC(=O)C1(C)CC","890"
"-1.761","1","138.16599999999997","1","1","3","29.46","-0.7","deTD@@EJYU^f```@@","OCCOc1ccccc1","891"
"-4.09","2","168.239","0","2","2","0.0","-4.08","dk\@@DjU^ukmLHH@@@@","C(c1ccccc1)c2ccccc2","892"
"-2.033","1","130.23099999999997","1","0","5","20.23","-1.98","diDH@@RYWZjjbJ@@","CCCCCC(O)CC","893"
"-6.584","1","421.7340000000001","0","2","6","89.51999999999998","-6.78","fcwpRaI^cdk^`bNRDyA\anP}LYKw^rJJIQVJIQSQJTrLDflADUAQCCUP@@@","CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O","894"
"-3.3289999999999997","1","229.71500000000003","2","1","4","62.730000000000004","-4.43","do~``DqnDHaIeYufih@Jjj@@","CC(C)Nc1nc(Cl)nc(NC(C)C)n1","895"
"-1.381","1","102.17699999999999","1","0","3","20.23","-1.11","gNq@@dl}UTU@@","CCCC(C)CO","896"
"-1.663","1","116.20399999999998","1","0","3","20.23","-1.08","daxH@@rJQEUUP@@","CCCCC(C)(C)O","897"
"-2.988","1","106.16799999999996","0","1","1","0.0","-2.77","daD@@DjUZxHH@@","CCc1ccccc1","898"
"-2.126","1","224.25999999999996","2","1","3","75.27000000000001","-2.253","f`aQ`@DX@pRSJsvoTxuSMTu@@@","O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C","899"
"-5.26","1","373.3209999999999","0","3","0","0.0","-6.317","fhy@C`@QAHadQJHuDFb@qFQQQRZZKETxISoSUUUTuP@@","ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl","900"
"-2.766","1","303.156","2","1","4","75.27000000000001","-2.647","fhqQb@IZDhHLSHieHhhicmNfjfZjZGJ@@","CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ","901"
"-6.15","1","349.43000000000006","0","3","5","59.32000000000001","-6.025","fega`@K@PgHheEEEDitimDeQd\cfuUUU`DP@PPIP@","CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C","902"
"-4.795","1","310.47800000000007","0","0","10","35.53","-5.19","ffuA`@@HSdTRTTNRbrTbZfjZjjj`Z`@","COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C","903"
"-1.1909999999999998","1","102.133","0","0","2","26.3","-0.66","gNp`@dfUZj@@","CCOC(=O)CC","904"
"-3.693","1","241.364","2","1","5","62.730000000000004","-4.1","f`ahB@LDxJP@aJ[V]Yf\h@Jjj@@@","CSc1nc(NC(C)C)nc(NC(C)C)n1","905"
"-3.199","1","236.702","1","1","2","32.34","-3.9","f`aQB@NJdBHRYWVyncH@JZjrFj@@","CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1","906"
"-4.1160000000000005","1","156.22799999999998","0","2","0","0.0","-4.72","dcl@@DjYU]azP@@J@@@","Cc1cc2ccccc2cc1C","907"
"-5.7620000000000005","1","257.547","0","2","1","0.0","-6.25","foA@C@@QAhatQdTTRbrRKIZmA@@DP@@@","Clc1ccc(cc1)c2cc(Cl)ccc2Cl ","908"
"-7.343","1","360.88200000000006","0","2","1","0.0","-7.39","fdy@A`@QAHadPJHmDQbLbbbffLTVwI^CADQA@P@@@","Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ","909"
"0.361","1","84.082","2","0","0","88.19","-0.31","gGR@@cTe[f`@","NC(N)=NC#N ","910"
"-1.8659999999999999","1","164.375","0","0","0","43.14","-2.0","gNxlcVHaQFbCK{HiCJi`@","ClC(Cl)(Cl)N(=O)=O","911"
"-4.984","1","223.102","0","2","1","0.0","-5.21","dg|@P@bNbLbbbTTjSB]pDP@@@@","Clc1cccc(Cl)c1c2ccccc2 ","912"
"-2.252","1","136.14999999999998","0","1","2","26.3","-1.49","deTD@@EIYWVy`@h@@","COc1ccc(C=O)cc1","913"
"-2.219","1","180.16299999999998","1","1","2","72.24000000000001","-2.6919999999999997","dkmLAHdDvISdfyWVxV`@i`@@","CC(=O)Nc1ccc(cc1)N(=O)=O","914"
"-2.608","1","158.24099999999999","0","0","6","26.3","-2.74","dmTD@@QIeWUjjj@@","CCCCCCC(=O)OCC","915"
"-1.495","1","151.165","2","1","1","49.33","-1.03","dmvD@DATf^Uqej@B@@","CC(=O)Nc1ccc(O)cc1","916"
"-2.34","2","118.13899999999998","1","2","0","28.68","-2.16","diU@@@aJUUpnFZ@@@@","c2ccc1[nH]ncc1c2 ","917"
"-3.928","1","434.50400000000025","2","5","2","93.06000000000002","-4.31","eolPFH@AJfaeg`ICHiEHhhhblXdiliieOMKGHdbaijjjjYjjZijjj@@@","CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ","918"
"-0.67","1","151.129","3","2","0","100.44999999999999","-3.583","dmNh@DkaTDfVYVzUZiYj@@","Nc2nc1[nH]cnc1c(=O)[nH]2 ","919"
"-0.41600000000000004","1","74.07900000000001","0","0","0","26.3","0.46","gJP`@dfVh@","COC(=O)C","920"
"-3.8819999999999997","1","290.44699999999995","1","4","0","37.3","-4.743","fjc@`@@ErJIJZIPiSQJcEZ]zNVjjjjjjj`@@","CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ","921"
"-1.199","1","100.16099999999999","1","0","3","20.23","-0.59","gNq@@dr}STe@@","CCCC(O)C=C","922"
"-4.238","1","511.5810000000002","2","7","5","92.18","-3.931","en[\L@@DLn`NGLbbTRbtQdTtTTTRRRRVvHXdTTtNq^IAiQYZjZfZj@@@@@@Bh@@@@","OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ","923"
"-2.135","1","130.231","0","0","6","9.23","-1.85","diDH@@ReUZjj@@","CCCCOCCCC","924"
"-3.523","1","186.33899999999997","1","0","10","20.23","-4.8","dkLH@@RUUUVjjjh@@","CCCCCCCCCCCCO","925"
"-3.335","1","313.36100000000005","2","3","4","81.59000000000002","-3.36","fnsh`@DRTYHFyEDhhhddlUhmqVgVBu@A@DUUP@@@","CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ","926"
"-1.308","1","102.17699999999998","1","0","2","20.23","-0.49","gNq@AdTbMUP@","CCCC(C)(C)O","927"
"-0.132","1","129.09399999999997","2","1","0","71.77","-0.972","digH`BiaBPrJJIEniZf@@","Nc1nc(=O)[nH]cc1F","928"
"-5.127999999999999","1","293.40700000000004","0","1","9","38.77","-3.84","fjua`@A@PGHheDhmEdbdeVZ`hJJjh@@","CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ","929"
"-2.017","1","130.231","1","0","4","20.23","-1.72","diDH@@rJQEJjj`@","CCCCCC(C)(C)O","930"
"-4.361000000000001","1","162.27599999999998","0","1","0","0.0","-5.23","dcL@@DjYn}aBHbh@@","Cc1c(C)c(C)c(C)c(C)c1C","931"
"-3.1289999999999996","1","150.22099999999998","1","1","1","20.23","-2.22","dmtH@@RYeY[hBBh@@","CC(C)c1ccc(C)cc1O","932"
"-0.9059999999999999","2","132.12599999999998","0","2","0","51.56","0.02","det`@@rnRfUnazP@@@@@","c2cnc1ncncc1n2","933"
"-3.949","1","291.26500000000004","0","1","7","70.83000000000001","-4.66","fdiaQBOHpPLPADOCtq{HiDdhdd\iYsUTE@S@@@","CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O","934"
"-0.636","0","16.043","0","0","0","0.0","-0.9","fH@@","C","935"
"-2.195","2","119.16699999999999","1","2","0","12.03","-1.04","diV@@@RfU|kahHB@@","c2ccc1NCCc1c2 ","936"
"-3.4139999999999997","1","173.171","0","2","1","43.14","-3.54","dk^DAHAHeNrJZJIQDYtv`@@@@@","O=N(=O)c1cccc2ccccc12","937"
"-1.266","1","100.16099999999999","0","0","2","17.07","-0.67","gNq@@ds[UTU@@","CCC(C)C(=O)C","938"
"-1.74","1","151.129","3","2","0","100.71000000000001","-3.4010000000000002","dmNh@DqadDfUgZzU`BJR@@","Nc1nc(O)nc2nc[nH]c12 ","939"
"-7.877000000000001","1","527.4140000000002","2","5","6","70.67","-4.445","el^PBH@GNai`LQIe]e]mfYfWw^acPqZx{zEF@B@BjjPZ``@@@@@","OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ","940"
"-0.042","1","61.040000000000006","0","0","0","43.14","0.26","gCh`hEIWILt@@","CN(=O)=O","941"
"-4.578","1","304.66999999999996","0","0","4","20.310000000000002","-4.88","f`~a@`IBADHbBQC@aInunYjZijj`@@","CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl","942"
"-2.112","1","82.14599999999999","0","0","3","0.0","-2.68","gGP@DkUjP@","C=CCCC=C","943"
"-2.654","2","117.15099999999997","1","2","0","15.79","-1.52","diV@@@RfU|kahDB@@","c2ccc1[nH]ccc1c2","944"
"-3.3930000000000002","1","286.415","0","4","0","34.14","-3.69","fjc@`@@ErJIJZIPiSQJcEZ]zNVfjjjjij`@@","CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O","945"
"-2.364","1","84.16199999999999","0","0","3","0.0","-3.23","gGP@DkUj`@","CCCCC=C","946"
"-3.642","1","354.8150000000001","3","2","3","109.48999999999998","-3.79","fncPQ@INxKU`QA@cHhheHe]LhhhfJJvBAXihBH@@@","Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O","947"
"-3.245","1","112.21600000000001","0","1","1","0.0","-4.25","daD@@DjUZzjj`@","CCC1CCCCC1","948"
"-2.263","1","142.242","0","0","6","17.07","-2.58","dedH@@RYuUjjh@@","CCCCCCCC(=O)C","949"
"-4.118","1","295.298","2","3","3","84.07999999999998","-3.88","ffcq`@LLxAGdfWeU]nUEHubuZij@I`@@@@","COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3","950"
"-3.5439999999999996","1","213.66400000000002","1","1","2","38.33","-3.38","dg^D`FePbDfUomjz@Hfj@@","CC(C)OC(=O)Nc1cccc(Cl)c1","951"
"-3.446","1","288.73800000000006","0","3","1","49.330000000000005","-4.114","fbmIB@DLUiHHaIe[eee~gCNcf@HjBhDH@@","CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ","952"
"-3.0869999999999997","1","201.225","1","2","1","38.33","-3.2239999999999998","foA``@L@QdTRTtRbJmV\uP@@@@@@","CNC(=O)Oc1cccc2ccccc12","953"
"-0.252","1","26.037999999999997","0","0","0","0.0","0.29","eF@Hx@","C#C","954"
"-2.0980000000000003","1","107.15599999999998","0","1","0","12.89","0.38","daF@@@ReYJ`@h@@","Cc1cncc(C)c1","955"
"-1.8419999999999999","2","80.12999999999998","0","1","0","0.0","-2.06","gFp@DiTujd@","C1C=CCC=C1","956"
"-3.738","1","329.3800000000001","0","0","8","65.07000000000001","-2.5180000000000002","fliaS@CXIkpPADOA@QdTbRRRebaSUUTuMP@@","CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC","957"
"-1.919","1","122.16699999999996","1","1","1","20.23","-0.92","didH@@RYm^Fh@BHh@","CC(O)c1ccccc1","958"
"-1.794","1","112.98700000000001","0","0","1","0.0","-1.6","gJPDADFHRYjiJ@@","CC(Cl)CCl","959"
"-2.081","1","126.19899999999998","0","0","4","17.07","-2.46","diDH@@RVUvZj@@","CCCC=C(CC)C=O","960"
"-3.975","1","274.413","0","0","9","18.46","-4.23","dglDHLH@bOA@cPcHiDdddTuUUU@@","CCOP(=S)(OCC)SCCSCC","961"
"-4.863","1","344.4950000000001","0","4","1","43.370000000000005","-5.284","figA`@@E{dTRTtRaRfbTNeFJt{t\mMUUUUUSUP@@","CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ","962"
"-5.604","1","257.547","0","2","1","0.0","-6.14","foA@C@@QGHatQdTTRbeRsAFm@Q@@P@@@","Clc1ccc(cc1)c2c(Cl)cccc2Cl ","963"
"-4.692","1","310.687","2","2","2","58.2","-6.02","fjmPc@NJdXDPFPSHILkk[\s]FYK@ASSAD@@@@","Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2","964"
"-5.645","1","289.54499999999996","1","2","2","29.46","-4.46","fhi@c@BFADRb@qFQQQIIPq[LD{tDDPPD@@@","Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl","965"
"-7.117000000000001","1","390.5640000000002","0","1","14","52.60000000000001","-6.6370000000000005","fcg@P@@HM[HheDhdhmldeDThisTEALUUUUP@@","c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1","966"
"-3.4539999999999997","1","346.46700000000016","2","4","2","74.6","-3.24","fig@P@@VZOHhdiheCEdhdYjLT[pTeZZjjjjjZj`@@","CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO","967"
"-3.375","1","120.19499999999998","0","1","0","0.0","-3.4","did@@DjWffB@h@@","Cc1cc(C)cc(C)c1","968"
"-7.148","1","390.56400000000036","0","1","16","52.60000000000001","-5.115","fcg@P@@HMYIeeeYUU]UNZ`hIbjjjj@@@","CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ","969"
"-4.586","1","228.41999999999993","1","0","13","20.23","-6.35","f`~A@@@IJjjjkUUUUT@@","CCCCCCCCCCCCCCCO","970"
"-5.915","1","291.99199999999996","0","2","1","0.0","-7.39","f`q@@`@QDhcTQZHrJJIQSQRlT{tD@QD@@@@","Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ","971"
"-0.556","1","156.141","2","1","0","75.27000000000001","-1.742","dmuL@DpFEIeYznZifh@@","O=C1NC(=O)NC(=O)C1(C)C","972"
"-2.4859999999999998","1","169.993","0","0","0","0.0","-2.09","gC`HAVIMT@@","CC(C)I","973"
"-2.281","1","168.10799999999995","0","1","2","86.28","-3.1","dcMB@hXDeXeNZUyInYYGV``X@@","O=N(=O)c1ccccc1N(=O)=O","974"
"-0.912","1","86.13399999999999","0","0","1","17.07","-0.12","gGQ@@dsMT@@","CC(C)C(=O)C","975"
"-6.159","1","226.44799999999992","0","0","13","0.0","-8.4","f`~@@@DiUUUUjjjjj@@","CCCCCCCCCCCCCCCC","976"
"-2.5789999999999997","1","154.253","0","3","0","9.23","-1.74","dmLH@@RffeZVVjjjh@@","CC12CCC(CC1)C(C)(C)O2","977"
"-2.8680000000000003","1","189.24300000000002","0","3","0","30.19","-2.07","dk@`LK`BLdTTRRLJnE]i`hBd@@","Cc2cccc3sc1nncn1c23 ","978"
"-1.909","1","128.21499999999997","0","0","5","17.07","-2.05","diDH@@RYuVjj@@","CCCCCCC(=O)C","979"
"-2.9619999999999997","1","172.268","0","0","7","26.3","-3.38","dctD@@QIeuUZjjh@@","CCCCCCCCC(=O)OC","980"
"-2.636","1","114.094","0","1","0","0.0","-1.97","daD@P@dNdDfUzZ@B@@","Fc1ccc(F)cc1","981"
"-1.944","1","258.233","1","3","1","83.55000000000001","-2.676","fluPP@DTAsUlbbTTTlTvRXHshiZjZfX@`a``@","O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13","982"
"-5.205","1","335.28200000000004","0","1","7","89.51999999999998","-5.68","fn}pSAIZ\Zw``dDRFIBTzfwA{HiCDeDheCBdaJj`BIijj`@@","CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O","983"
"0.02","1","46.069","1","0","0","20.23","1.1","eMHAIh@","CCO","984"
"-0.966","1","182.179","2","2","0","75.27","-2.349","dk]L@DpFEIeY{Z{SZifjh@@","O=C2NC(=O)C1(CCCC1)C(=O)N2","985"
"-2.29","1","236.271","2","1","4","67.42999999999999","-1.83","fhqQ`@LZ@aRSJsMn}oMUPLDQ@e@@","c1c(NC(=O)OC(C)C(=O)NCC)cccc1","986"
"-6.763","1","350.4580000000001","0","3","6","35.53","-5.24","fegA`@@HSdTRbTRaRTTnbRhsvQsZjj`PjH@H@@@","CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ","987"
"-2.6289999999999996","1","198.30999999999992","1","1","1","32.34","-2.218","dg]H@DpLbbbLRRQvuUUUP@@","CN(C)C(=O)NC1CCCCCCC1","988"
"-6.155","1","545.5460000000002","0","6","0","0.0","-6.8","ffk@@p@QBHbdPJHuDVbGQ@XbLQfHKDUbLbdtbdtVbtIcI\Upro^SUUUUUUUUP@@","ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl","989"
"-3.721","1","193.128","0","0","6","0.0","-5.06","diD@`@qDeUVjj`@","CCCCCCCCBr","990"
"-2.9019999999999997","1","290.323","2","2","4","85.25","-4.883","fjmI`@LLxxBKYEDmDhdhebdJW`mTuPLET@@@","CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12","991"
"-2.129","1","231.299","0","2","2","30.17","-0.364","fhiq@@DDXCHhhheEEeR\|Eji`j@`@@","CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ","992"
"-0.97","1","88.15","1","0","2","20.23","-0.24","gGQ@@druT@@","CCC(O)CC","993"
"-2.64","1","137.138","0","1","1","43.14","-2.49","deVDAHAHeNR[e_aZ@B@@","Cc1ccc(cc1)N(=O)=O","994"
"-1.381","1","102.17699999999999","1","0","3","20.23","-1.14","gNq@@djuUP@","CC(C)CCCO","995"
"-2.6689999999999996","1","314.42500000000007","2","4","0","57.53","-4.57","fnkA`@@BKdTRTtVfRfbTmFJt{t\mMUUUUU]T@@","CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C","996"
"-5.832999999999999","1","428.12000000000006","1","2","4","46.53","-4.93","ff}Aa@AV\CDkbILkm\r{sQ`Tp@UPLDU@@@","CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ","997"
"-2.603","1","221.647","1","2","1","60.91","-2.878","foAqB@JLDPDQdTTTtlRWAV]RuT@B@@@","Nc2cnn(c1ccccc1)c(=O)c2Cl","998"
"-0.9540000000000001","1","88.14999999999998","1","0","1","20.23","0.15","gGQ@@dtuT@@","CCC(C)(C)O","999"
"-2.313","1","108.13999999999999","1","1","0","20.23","-0.73","daDH@@RYWih@H@@","Cc1ccc(O)cc1","1000"
"-0.402","1","74.07900000000001","0","0","2","26.3","0.15","gJP`@deVh@","CCOC=O","1001"
"-2.542","1","121.18299999999995","0","1","1","3.24","-1.92","dif@@@rRJEKaj@@@@","CN(C)c1ccccc1","1002"
"-3.715","2","138.254","0","2","0","0.0","-5.19","det@@DjYUX^fjjj`@","C1CCC2CCCCC2C1","1003"
"-1.676","1","90.19099999999999","1","0","2","0.0","-2.18","gJPH@DIJuP@","CCCCS","1004"
